8.21692686935e-07	0
1.64338537387e-06	6.57050196609e-15
2.47121009578e-06	6.57051631385e-15
3.29903481769e-06	3.67802613831e-14
3.63816410153e-06	3.67802661358e-14
4.04500846082e-06	3.67802710513e-14
4.53298248901e-06	3.67802769433e-14
5.10377779721e-06	3.67802842902e-14
5.75702548087e-06	3.67802929699e-14
6.49295662411e-06	3.67803032079e-14
7.31133145391e-06	3.70583514848e-14
8.13926195311e-06	3.82617867458e-14
8.96719245231e-06	3.89274004476e-14
9.79512295152e-06	4.00190740427e-14
1.06230534507e-05	4.09115514933e-14
1.14509839499e-05	4.197479869e-14
1.22789144491e-05	4.29823208943e-14
1.31068449483e-05	4.4056911032e-14
1.39347754475e-05	4.51271741439e-14
1.47627059467e-05	4.62273500928e-14
1.5590636446e-05	4.73377907825e-14
1.64185669452e-05	4.84660953908e-14
1.72464974444e-05	4.96072799914e-14
1.80744279436e-05	5.07623692558e-14
1.89023584428e-05	5.19299667307e-14
1.9730288942e-05	5.31098425462e-14
2.05582194412e-05	5.43014158837e-14
2.13861499404e-05	5.55043315204e-14
2.22140804396e-05	5.67182221334e-14
2.30420109388e-05	5.7942781002e-14
2.3869941438e-05	5.91777260505e-14
2.46978719372e-05	6.04228036508e-14
2.55258024364e-05	6.16777812322e-14
2.63537329356e-05	6.29424445772e-14
2.71816634348e-05	6.42165947196e-14
2.8009593934e-05	6.55000457171e-14
2.88375244332e-05	6.67926227616e-14
2.96654549324e-05	6.80941606543e-14
3.04933854316e-05	6.94045025442e-14
3.13213159308e-05	7.07234988841e-14
3.214924643e-05	7.20510065613e-14
3.29771769292e-05	7.33868881689e-14
3.38051074284e-05	7.47310113935e-14
3.46330379277e-05	7.60832484963e-14
3.54609684269e-05	7.74434758733e-14
3.62888989261e-05	7.88115736796e-14
3.71168294253e-05	8.01874255076e-14
3.79447599245e-05	8.15709181098e-14
3.87726904237e-05	8.29619411597e-14
3.96006209229e-05	8.4360387044e-14
4.04285514221e-05	8.57661506822e-14
4.12564819213e-05	8.7179129368e-14
4.20844124205e-05	8.85992226304e-14
4.29123429197e-05	9.0026332112e-14
4.37402734189e-05	9.14603614598e-14
4.45682039181e-05	9.29012162295e-14
4.53961344173e-05	9.43488037994e-14
4.62240649165e-05	9.58030332933e-14
4.70519954157e-05	9.72638155116e-14
4.78799259149e-05	9.87310628684e-14
4.87078564141e-05	1.00204689335e-13
4.95357869133e-05	1.01684610387e-13
5.03637174125e-05	1.03170742981e-13
5.11916479117e-05	1.04663005443e-13
5.20195784109e-05	1.06161317498e-13
5.28475089101e-05	1.07665600204e-13
5.36754394094e-05	1.09175775924e-13
5.45033699086e-05	1.10691768287e-13
5.53313004078e-05	1.12213502178e-13
5.6159230907e-05	1.1374090367e-13
5.69871614062e-05	1.15273900034e-13
5.78150919054e-05	1.16812419694e-13
5.86430224046e-05	1.18356392215e-13
5.94709529038e-05	1.19905748267e-13
6.0298883403e-05	1.21460419613e-13
6.11268139022e-05	1.23020339084e-13
6.19547444014e-05	1.24585440558e-13
6.27826749006e-05	1.26155658941e-13
6.36106053998e-05	1.27730930148e-13
6.4438535899e-05	1.29311191086e-13
6.52664663982e-05	1.30896379632e-13
6.60943968974e-05	1.32486434624e-13
6.69223273966e-05	1.34081295833e-13
6.77502578958e-05	1.35680903958e-13
6.8578188395e-05	1.37285200601e-13
6.94061188942e-05	1.38894128256e-13
7.02340493934e-05	1.40507630295e-13
7.10619798926e-05	1.42125650949e-13
7.18899103919e-05	1.43748135297e-13
7.27178408911e-05	1.4537502925e-13
7.35457713903e-05	1.47006279537e-13
7.43737018895e-05	1.48641833692e-13
7.52016323887e-05	1.50281640043e-13
7.60295628879e-05	1.51925647692e-13
7.68574933871e-05	1.53573806511e-13
7.76854238863e-05	1.55226067121e-13
7.85133543855e-05	1.56882380887e-13
7.93412848847e-05	1.58542699899e-13
8.01692153839e-05	1.60206976964e-13
8.09971458831e-05	1.61875165596e-13
8.18250763823e-05	1.63547219998e-13
8.26530068815e-05	1.65223095058e-13
8.34809373807e-05	1.6690274633e-13
8.43088678799e-05	1.6858613003e-13
8.51367983791e-05	1.70273203023e-13
8.59647288783e-05	1.71963922809e-13
8.67926593775e-05	1.73658247517e-13
8.76205898767e-05	1.75356135893e-13
8.84485203759e-05	1.77057547288e-13
8.92764508751e-05	1.78762441652e-13
9.01043813743e-05	1.80470779519e-13
9.09323118736e-05	1.82182522003e-13
9.17602423728e-05	1.83897630785e-13
9.2588172872e-05	1.85616068104e-13
9.34161033712e-05	1.87337796748e-13
9.42440338704e-05	1.89062780045e-13
9.50719643696e-05	1.90790981855e-13
9.58998948688e-05	1.92522366561e-13
9.6727825368e-05	1.94256899059e-13
9.75557558672e-05	1.95994544752e-13
9.83836863664e-05	1.97735269537e-13
9.92116168656e-05	1.99479039804e-13
0.000100039547365	2.01225822421e-13
0.000100867477864	2.02975584732e-13
0.000101695408363	2.04728294543e-13
0.000102523338862	2.06483920121e-13
0.000103351269362	2.08242430181e-13
0.000104179199861	2.10003793881e-13
0.00010500713036	2.11767980816e-13
0.000105835060859	2.13534961009e-13
