0.035230769	0.00015384615	0.27042115	1.785688e-09	-0.0020606863	0.0015052378
0.036769231	0.00015384615	0.26701134	1.7861203e-09	-0.0018746281	0.0015053593
0.038307692	0.00015384615	0.2674346	1.7865571e-09	-0.0016264649	0.001505482
0.039846154	0.00015384615	0.26621067	1.786991e-09	-0.0014168891	0.0015056039
0.041384615	0.00015384615	0.26398161	1.787418e-09	-0.0015455852	0.0015057238
0.042923077	0.00015384615	0.26414077	1.7878499e-09	-0.0019396191	0.001505845
0.044461538	0.00015384615	0.26646143	1.7882853e-09	-0.0022045246	0.0015059673
0.046	0.00015384615	0.26798837	1.7887249e-09	-0.0022133129	0.0015060907
0.047538462	0.00015384615	0.26708011	1.789159e-09	-0.0018800549	0.0015062125
0.049076923	0.00015384615	0.26683843	1.7895926e-09	-0.001607107	0.0015063342
0.050615385	0.00015384615	0.26724931	1.7900266e-09	-0.001667677	0.0015064559
0.052153846	0.00015384615	0.26794067	1.7904639e-09	-0.0018427641	0.0015065786
0.053692308	0.00015384615	0.27165464	1.7909096e-09	-0.0020665523	0.0015067036
0.055230769	0.00015384615	0.27034339	1.7913489e-09	-0.0019875609	0.0015068268
0.056769231	0.00015384615	0.26939296	1.7917863e-09	-0.0017087946	0.0015069494
0.058307692	0.00015384615	0.27070823	1.7922305e-09	-0.0014679878	0.0015070739
0.059846154	0.00015384615	0.27299252	1.7926782e-09	-0.0014219995	0.0015071994
0.061384615	0.00015384615	0.27178363	1.7931185e-09	-0.0016414186	0.0015073228
0.062923077	0.00015384615	0.27149201	1.7935621e-09	-0.0018674695	0.0015074471
0.064461538	0.00015384615	0.2740019	1.7940103e-09	-0.0019072703	0.0015075726
0.066	0.00015384615	0.27284415	1.794452e-09	-0.0017853467	0.0015076963
0.067538462	0.00015384615	0.27247451	1.794895e-09	-0.001599207	0.0015078204
0.069076923	0.00015384615	0.27209112	1.7953361e-09	-0.0015910311	0.0015079439
0.070615385	0.00015384615	0.27263223	1.7957792e-09	-0.0017516742	0.001508068
0.072153846	0.00015384615	0.27542619	1.7962314e-09	-0.0019630453	0.0015081945
0.073692308	0.00015384615	0.27527255	1.7966802e-09	-0.0020159249	0.0015083201
0.075153846	0.00014102564	0.28021206	1.7971232e-09	-0.0019034881	0.0015084441
0.076571429	0.00014285714	0.27876159	1.7975389e-09	-0.0017368888	0.0015085604
0.078	0.00014285714	0.27881552	1.7979591e-09	-0.0016572614	0.0015086779
0.079428571	0.00014285714	0.27864325	1.7983795e-09	-0.0016643622	0.0015087955
0.080857143	0.00014285714	0.27827852	1.798801e-09	-0.0017783423	0.0015089134
0.082285714	0.00014285714	0.2813061	1.7992316e-09	-0.0019226208	0.0015090338
0.083714286	0.00014285714	0.28252587	1.7996623e-09	-0.0019523553	0.0015091542
0.085142857	0.00014285714	0.2878838	1.8001041e-09	-0.001919727	0.0015092776
0.086571429	0.00014285714	0.28689124	1.8005345e-09	-0.0018184078	0.0015093979
0.088	0.00014285714	0.28774495	1.8009709e-09	-0.0018139803	0.0015095199
0.089428571	0.00014285714	0.29073032	1.801412e-09	-0.0019339773	0.0015096431
0.090857143	0.00014285714	0.29370341	1.8018569e-09	-0.0020552647	0.0015097674
0.092285714	0.00014285714	0.29516084	1.8023061e-09	-0.0021715728	0.0015098928
0.093714286	0.00014285714	0.29678028	1.8027542e-09	-0.0022114767	0.0015100179
0.095125	0.000125	0.30592558	1.8032107e-09	-0.0022104312	0.0015101454
0.096420513	0.00014358974	0.29485329	1.8036025e-09	-0.0020621429	0.0015102547
0.097748718	0.00012564103	0.2999428	1.8040287e-09	-0.0020388245	0.0015103737
0.099066667	0.00013333333	0.29778729	1.804439e-09	-0.0020501734	0.0015104882
0.10042857	0.00014285714	0.29911433	1.8048686e-09	-0.0021012432	0.001510608
