0.00015728053	1.6905683e-05	2.0736969	1.7745513e-09	-0.013367564	0.0015021021
0.00045413571	3.3605746e-05	1.1768166	1.7747235e-09	-0.0071547428	0.0015021507
0.00091762634	5.1541603e-05	0.78696664	1.7750155e-09	-0.0041431562	0.0015022331
0.0015162807	6.0464915e-05	0.61521843	1.7753445e-09	-0.0027013542	0.0015023259
0.0021410256	7.4358974e-05	0.48575092	1.775605e-09	-0.002185429	0.0015023993
0.0030368357	9.6316425e-05	0.4260647	1.775963e-09	-0.0018823934	0.0015025003
0.004	9.6316425e-05	0.39358264	1.7763431e-09	-0.0022232241	0.0015026075
0.005084582	0.00011442724	0.36053263	1.7767338e-09	-0.0022719228	0.0015027176
0.0062352941	0.00011764706	0.34859677	1.7771461e-09	-0.0028828985	0.0015028339
0.0074117647	0.00011764706	0.329872	1.7775433e-09	-0.00297548	0.0015029458
0.0086401099	0.00012362637	0.32093024	1.777952e-09	-0.0022667115	0.001503061
0.0098763736	0.00012362637	0.30820401	1.7783407e-09	-0.0016561886	0.0015031705
0.011224615	0.00012923077	0.29993629	1.7787546e-09	-0.0013672568	0.0015032872
0.012571429	0.00014285714	0.29151815	1.7791593e-09	-0.0012766846	0.0015034011
0.014	0.00014285714	0.28762455	1.7795883e-09	-0.0017967876	0.001503522
0.015428571	0.00014285714	0.28373429	1.7800147e-09	-0.0024392059	0.001503642
0.016857143	0.00014285714	0.27734959	1.7804309e-09	-0.0024818656	0.0015037592
0.018307692	0.00015384615	0.27336222	1.7808468e-09	-0.0021983661	0.0015038763
0.019846154	0.00015384615	0.2709014	1.7812878e-09	-0.0015660383	0.0015040005
0.021384615	0.00015384615	0.27112055	1.7817291e-09	-0.0012186628	0.0015041246
0.022923077	0.00015384615	0.26897631	1.7821644e-09	-0.0015880663	0.0015042471
0.024461538	0.00015384615	0.26801985	1.7826029e-09	-0.0019788412	0.0015043705
0.026	0.00015384615	0.27155717	1.7830497e-09	-0.0021980655	0.0015044962
0.027538462	0.00015384615	0.2707371	1.7834909e-09	-0.0019937648	0.0015046202
0.029076923	0.00015384615	0.26792729	1.7839263e-09	-0.001440684	0.0015047427
0.030615385	0.00015384615	0.26635984	1.7843589e-09	-0.0012440807	0.0015048643
0.032153846	0.00015384615	0.27076246	1.7848081e-09	-0.0013005567	0.0015049906
0.033692308	0.00015384615	0.26903723	1.7852439e-09	-0.0017373714	0.001505113
